"term","hazard.ratio","confint.low","confint.high","p.value","padj.FDR","samples.with.microbe","samples.without.microbe","pass.prevalence.split"
"Mucilaginibacter.sp..PAMC.26640",1.1094393690564,0.710724058989676,1.73183347044981,0.64761005763368,0.998964162813261,50,448,"Yes"
"Synechococcus.sp..CC9605",1.20989674234763,0.534073735930437,2.74091390132331,0.647910923977562,0.998964162813261,11,487,"Yes"
"Bacillus.sp..Y1",1.0944845741285,0.742319990281866,1.61371982256652,0.648562872033912,0.998964162813261,64,434,"Yes"
"Brucella.ceti",1.19365761979921,0.557439703636356,2.55600471945248,0.648627778879339,0.998964162813261,15,483,"Yes"
"Chlorobium.chlorochromatii",1.07825087865499,0.779429732340622,1.49163537016851,0.649105806524678,0.998964162813261,383,115,"Yes"
"Glaesserella.parasuis",1.11524199871167,0.695346715961491,1.78869718823735,0.650896978476379,0.998964162813261,444,54,"Yes"
"Lactobacillus.acidophilus",0.836766634242713,0.386483721817959,1.81166336550566,0.651142686880122,0.998964162813261,19,479,"Yes"
"Streptomyces.spectabilis",1.09203604391989,0.745508407395703,1.59963685102646,0.651231921867395,0.998964162813261,77,421,"Yes"
"Gardnerella.vaginalis",1.07053704445031,0.796595744367382,1.43868401462594,0.651280962300267,0.998964162813261,137,361,"Yes"
"Deinococcus.peraridilitoris",0.849432167730441,0.418200366126976,1.72533327566758,0.65172607152561,0.998964162813261,22,476,"Yes"
"Miniimonas.sp..S16",0.868018490795928,0.469043407809554,1.60636752978216,0.652201205244221,0.998964162813261,24,474,"Yes"
"Stenotrophomonas.sp..ESTM1D_MKCIP4_1",0.87741642521737,0.496705056631931,1.54993304972877,0.652370723886451,0.998964162813261,33,465,"Yes"
"Bordetella.genomosp..8",0.857251548593517,0.43855545480299,1.67568367812483,0.652418975540066,0.998964162813261,27,471,"Yes"
"Pseudomonas.corrugata",1.16732333892,0.595305347848089,2.28898292701893,0.652490657655125,0.998964162813261,17,481,"Yes"
"Hymenobacter.sp..PAMC.26554",0.937561455189751,0.708013554360368,1.2415319972958,0.652720403505923,0.998964162813261,316,182,"Yes"
"Streptomyces.katrae",0.935464457315672,0.698803477743785,1.25227446452657,0.653946365921749,0.998964162813261,155,343,"Yes"
"Sphingobium.cloacae",1.09284065122186,0.741179436228288,1.61135162497301,0.654058097851458,0.998964162813261,69,429,"Yes"
"Dietzia.lutea",1.0891988919525,0.749546029607476,1.5827636721014,0.654089265905242,0.998964162813261,76,422,"Yes"
"Saccharomonospora.glauca",0.873326738811574,0.4824648567133,1.58083968627063,0.654610076948423,0.998964162813261,31,467,"Yes"
"Pseudomonas.sp..StFLB209",0.912153111389856,0.60956991818746,1.36493497102382,0.654788363607435,0.998964162813261,55,443,"Yes"
"Aquimarina.sp..AD1",1.16500114948493,0.595412332127386,2.27947525616723,0.655635751072921,0.998964162813261,20,478,"Yes"
"X.Eubacterium..minutum",0.856851958721575,0.43444680628028,1.68995437082656,0.655729561979614,0.998964162813261,22,476,"Yes"
"Zymomonas.mobilis",1.1063644100291,0.708490974207409,1.72767509021321,0.656682091223726,0.998964162813261,44,454,"Yes"
"Sphaerospermopsis.kisseleviana",1.06875098446336,0.796451874313764,1.43414649852581,0.657661937929279,0.998964162813261,346,152,"Yes"
"Adlercreutzia.equolifaciens",0.902256887338003,0.572412440194598,1.42216945961571,0.657747355303289,0.998964162813261,55,443,"Yes"
"Ferrovibrio.sp..K5",1.14773351532662,0.623811986003542,2.11168148698656,0.657805250509033,0.998964162813261,30,468,"Yes"
"Oceanobacillus.kimchii",0.884252656245248,0.51281678309389,1.52472147139853,0.658107169642878,0.998964162813261,40,458,"Yes"
"Geobacillus.stearothermophilus",0.929302824997036,0.671586104921742,1.28591662963025,0.658160535689728,0.998964162813261,123,375,"Yes"
"Streptomyces.sp..fd1.xmd",0.865454134071983,0.456092549321817,1.6422343651437,0.658387940214137,0.998964162813261,31,467,"Yes"
"Streptomyces.sp..GGCR.6",0.895980310016677,0.550447863768321,1.45841371867957,0.658578392348111,0.998964162813261,48,450,"Yes"
"Bacillus.subtilis",1.06975081168783,0.79297685366923,1.44312761944011,0.658917158916868,0.998964162813261,139,359,"Yes"
"Pseudovibrio.sp..FO.BEG1",1.12633864055275,0.66409642682216,1.91032308255732,0.658937688926775,0.998964162813261,28,470,"Yes"
"Flavobacterium.sp..GS13",1.13627858981875,0.644042114935545,2.00472764705723,0.659181755263617,0.998964162813261,28,470,"Yes"
"Pseudomonas.sp..CC6.YY.74",1.07639493849318,0.775737178152276,1.49358068202103,0.659579848010184,0.998964162813261,97,401,"Yes"
"Clostridium.cochlearium",0.852638429518004,0.419355766040478,1.73359316924417,0.659706594948953,0.998964162813261,22,476,"Yes"
"Rathayibacter.iranicus",1.13021762312414,0.655419143958678,1.94896943031758,0.659714148578652,0.998964162813261,28,470,"Yes"
"Kurthia.sp..11kri321",0.84358809016357,0.395529743728258,1.79920948335744,0.659842193949373,0.998964162813261,16,482,"Yes"
"Acinetobacter.sp..dk386",0.851664290384146,0.416106660127079,1.74313975963282,0.660395181445179,0.998964162813261,27,471,"Yes"
"Ornithobacterium.rhinotracheale",0.939422451987474,0.710856308348819,1.24148091946749,0.66043499337141,0.998964162813261,313,185,"Yes"
"Serratia.proteamaculans",1.15391088937153,0.609067809533239,2.18614466200504,0.660583192787029,0.998964162813261,23,475,"Yes"
"Corynebacterium.callunae",1.16281613025307,0.593005657851107,2.2801491602568,0.660629889020184,0.998964162813261,17,481,"Yes"
"Paraburkholderia.aromaticivorans",1.10913608701542,0.698482699363129,1.7612216603812,0.660644770054867,0.998964162813261,46,452,"Yes"
"candidate.division.Zixibacteria.bacterium",1.17264667248227,0.575675511697172,2.38867242143018,0.660851922028361,0.998964162813261,17,481,"Yes"
"Cellulomonas.sp..PSBB021",1.10913071169537,0.698019476950374,1.76237336671528,0.66111208283167,0.998964162813261,45,453,"Yes"
"Paracoccus.aminovorans",1.08431199779385,0.755017177749784,1.55722617075255,0.661162112735535,0.998964162813261,75,423,"Yes"
"Thiohalobacter.thiocyanaticus",0.936542436541572,0.698294541972082,1.256077031572,0.66158501675732,0.998964162813261,337,161,"Yes"
"Citrobacter.portucalensis",0.866335149525949,0.455663868667842,1.64712772486961,0.661611753244197,0.998964162813261,25,473,"Yes"
"Halomonas.sp..Y2R2",1.07689324066308,0.772752482770947,1.50073804697123,0.661751887694293,0.998964162813261,96,402,"Yes"
"Rheinheimera.sp..LHK132",0.919705793303442,0.631982828778923,1.33842045656561,0.661931408622257,0.998964162813261,77,421,"Yes"
"Pseudomonas.brenneri",0.902346489577628,0.568645633313068,1.43187450945358,0.662710566464066,0.998964162813261,41,457,"Yes"
"Bordetella.pertussis",1.17295345194635,0.57161941664122,2.40688080281989,0.663580508468395,0.998964162813261,17,481,"Yes"
"Burkholderia.sp..NRF60.BP8",0.850835457400804,0.410814228294368,1.76216139975491,0.663670113127927,0.998964162813261,14,484,"Yes"
"Lactobacillus.jensenii",1.14618174974686,0.619229707706509,2.121559394039,0.66406478275234,0.998964162813261,25,473,"Yes"
"Maribacter.sp..T28",1.21908229463811,0.498323637411723,2.98232218888753,0.664282307537265,0.998964162813261,11,487,"Yes"
"Nitrosococcus.watsonii",1.12545314730928,0.659796222931848,1.91975149715155,0.664452338984826,0.998964162813261,37,461,"Yes"
"Herbaspirillum.rubrisubalbicans",0.917468099888187,0.621127545460049,1.35519302028215,0.665161709534236,0.998964162813261,81,417,"Yes"
"Bacillus.muralis",0.776624787887154,0.247135333329853,2.44054969005887,0.665217389934626,0.998964162813261,13,485,"Yes"
"Streptococcus.pneumoniae",0.9345865930217,0.687483718466149,1.27050587002217,0.665881208947535,0.998964162813261,136,362,"Yes"
"Streptococcus.vestibularis",0.831511944134773,0.359679649302841,1.92229978698806,0.666086253520835,0.998964162813261,12,486,"Yes"
"Mycolicibacterium.rutilum",1.06827569431277,0.79137453921146,1.44206428500539,0.666142075753878,0.998964162813261,134,364,"Yes"
"Staphylococcus.felis",0.892522413565084,0.53246160071463,1.49606329854944,0.666150325070118,0.998964162813261,45,453,"Yes"
"Nitrosospira.multiformis",1.18205337799708,0.552203780968422,2.53031622851964,0.666678852676255,0.998964162813261,14,484,"Yes"
"Comamonas.aquatica",1.06195360611089,0.807671266500263,1.39629266052583,0.666880920134761,0.998964162813261,217,281,"Yes"
"Streptomyces.sp..NEAU.S7GS2",0.941450777759461,0.715240069166299,1.23920569491726,0.666969907199592,0.998964162813261,297,201,"Yes"
"Dyella.japonica",1.08786322492331,0.741079818684905,1.59692163556773,0.667198697939064,0.998964162813261,70,428,"Yes"
"Brevundimonas.sp..SGAir0440",0.884756050306729,0.506184055580663,1.54645975100182,0.667368243075597,0.998964162813261,32,466,"Yes"
"Mycolicibacterium.goodii",1.15871522687816,0.591274519310219,2.27072355251435,0.667814644318855,0.998964162813261,20,478,"Yes"
"Chlorobaculum.parvum",0.898077255193591,0.549414036957994,1.46800536943274,0.668097523978481,0.998964162813261,463,35,"Yes"
"Dietzia.timorensis",1.10746372863328,0.694459299055477,1.76608753300075,0.66816251014492,0.998964162813261,51,447,"Yes"
"Sphingomonas.wittichii",0.901245358906397,0.559776220790219,1.45101411382517,0.668709646536311,0.998964162813261,45,453,"Yes"
"Chroococcidiopsis.thermalis",1.12256687788565,0.660204401799672,1.90873673651802,0.669454479381145,0.998964162813261,36,462,"Yes"
"Bacteroides.zoogleoformans",1.08726347904414,0.740470773011533,1.5964733733586,0.669467423277869,0.998964162813261,70,428,"Yes"
"Altererythrobacter.atlanticus",1.07085845865247,0.781920922086453,1.46656497617127,0.669599474188506,0.998964162813261,116,382,"Yes"
"Frankia.sp..EAN1pec",0.942820107354999,0.719219975749598,1.23593585384838,0.669891069054097,0.998964162813261,242,256,"Yes"
"Vibrio.harveyi",1.11451907258792,0.676918296627939,1.83501135860858,0.669976685916199,0.998964162813261,40,458,"Yes"
"Pseudomonas.sp..SWI44",1.17581341538247,0.557835105214923,2.47839760328588,0.670314698266268,0.998964162813261,11,487,"Yes"
"Paenibacillus.terrae",1.17915275712236,0.552123594584152,2.51827894744562,0.670343628292577,0.998964162813261,15,483,"Yes"
"Streptosporangium.roseum",0.911034969550345,0.593130661729641,1.39932862908025,0.670459819245607,0.998964162813261,61,437,"Yes"
"Halorubrum.trapanicum",1.21399548997275,0.496766912114978,2.96675364991511,0.670582990105159,0.998964162813261,13,485,"Yes"
"Fuerstia.marisgermanicae",1.17845710540549,0.552686978223659,2.51274447200507,0.6707973111951,0.998964162813261,15,483,"Yes"
"Oceanisphaera.profunda",0.932324783256126,0.674897950419246,1.28794212655946,0.670798963432724,0.998964162813261,376,122,"Yes"
"Clostridium.aceticum",0.856607271907159,0.419284658934627,1.75006645878411,0.671120041791139,0.998964162813261,21,477,"Yes"
"Sphingopyxis.lindanitolerans",0.897710762508983,0.545187304708463,1.47817934527181,0.671510425050294,0.998964162813261,45,453,"Yes"
"Bradyrhizobium.sp..SK17",0.908257225015729,0.582120718636006,1.41711359926547,0.671588063881174,0.998964162813261,444,54,"Yes"
"Thermovirga.lienii",0.858066917106101,0.422290647455221,1.7435357346152,0.672175994485409,0.998964162813261,22,476,"Yes"
"Nocardioides.sp..dk3136",1.1298949622186,0.641736145929333,1.98938868216341,0.672207932683872,0.998964162813261,31,467,"Yes"
"Streptococcus.suis",1.08193282246996,0.751157675309799,1.55836606722421,0.672300405569874,0.998964162813261,83,415,"Yes"
"Streptomyces.albulus",1.09475112622468,0.719035647267169,1.66678805553697,0.672967653090083,0.998964162813261,53,445,"Yes"
"Martelella.sp..AD.3",0.838633676238875,0.370300460583144,1.8992858983064,0.673070397517436,0.998964162813261,19,479,"Yes"
"Rhodococcus.sp..B7740",0.876915218971204,0.476178097089991,1.6149006137886,0.673323356407622,0.998964162813261,31,467,"Yes"
"Woolly.monkey.sarcoma.virus",1.06017767599162,0.807911880478284,1.39121200198914,0.673401947127629,0.998964162813261,254,244,"Yes"
"Halocynthiibacter.arcticus",1.21178800545241,0.495980210364869,2.96066282378095,0.673414251874337,0.998964162813261,11,487,"Yes"
"Bacillus.sp..FJAT.45348",1.10964806570731,0.683311175781413,1.80198842543426,0.674057204837249,0.998964162813261,39,459,"Yes"
"Candidatus.Symbiobacter.mobilis",0.902926307338854,0.5610262135115,1.45318685089902,0.674065442511533,0.998964162813261,41,457,"Yes"
"Gallionella.capsiferriformans",1.19136287583286,0.526597306756766,2.6953147760179,0.674225573185563,0.998964162813261,13,485,"Yes"
"Thermogutta.terrifontis",1.17587257427775,0.552423977962026,2.50292595198255,0.674247830275904,0.998964162813261,16,482,"Yes"
"Guyparkeria.halophila",1.15521844536043,0.589309152502908,2.26456631605493,0.674373954873039,0.998964162813261,19,479,"Yes"
"Pseudonocardia.sp..AL041005.10",1.06023101316221,0.806995508946149,1.39293191698045,0.674474788426481,0.998964162813261,207,291,"Yes"
"Xanthomonas.vasicola",1.17683594126592,0.549728441153328,2.51932177594748,0.675011001079299,0.998964162813261,14,484,"Yes"
"Oceanispirochaeta.sp..K2",0.849809275116916,0.396888640327533,1.81959303113025,0.67525181280514,0.998964162813261,19,479,"Yes"
"Pseudoalteromonas.sp..R3",0.808458223270167,0.298840246358941,2.18713746470447,0.675405079394418,0.998964162813261,11,487,"Yes"
"Raoultella.terrigena",1.15439232067682,0.588358725093167,2.26498150397376,0.67630388925044,0.998964162813261,20,478,"Yes"
"Nitrosopumilus.maritimus",0.807287351936619,0.295460945009966,2.20574962479341,0.67636128442669,0.998964162813261,13,485,"Yes"
"Microbacterium.sp..Y.01",0.867369934840843,0.444259353341223,1.69344910401462,0.676803133220784,0.998964162813261,25,473,"Yes"
"Planctomycetes.bacterium.Pan97",0.857299752909065,0.41554191595494,1.76868527125346,0.676902715421483,0.998964162813261,18,480,"Yes"
"Pseudomonas.sp..NIBRBAC000502773",0.88213374163508,0.489030750441495,1.5912290534462,0.676918612400354,0.998964162813261,26,472,"Yes"
"Beggiatoa.leptomitoformis",1.13208901075077,0.630270341171832,2.03345365399837,0.678006066182421,0.998964162813261,23,475,"Yes"
"Soehngenia.sp..W6",0.89927327332059,0.54474441193813,1.48453550396507,0.678055854611819,0.998964162813261,38,460,"Yes"
"Pontibacter.sp..SGAir0037",0.917080357051559,0.609250155312864,1.38044508311684,0.678260257180938,0.998964162813261,65,433,"Yes"
"Pseudomonas.sp..LAB.08",0.920882659194824,0.623590492225101,1.35990667365662,0.678588198365245,0.998964162813261,74,424,"Yes"
"Frankineae.bacterium.MT45",1.17448687624951,0.548540345862893,2.51470914197278,0.678840654339605,0.998964162813261,20,478,"Yes"
"Plantibacter.flavus",0.915158359232536,0.601386535057781,1.39263979761821,0.678969918982714,0.998964162813261,434,64,"Yes"
"Austwickia.chelonae",1.15282344701877,0.5872035231658,2.26327303492863,0.679470222130327,0.998964162813261,18,480,"Yes"
"Pseudomonas.veronii",1.10832815562798,0.679533505802032,1.80769791345002,0.680284561557821,0.998964162813261,36,462,"Yes"
"Acinetobacter.baylyi",0.86757278245022,0.440689627236313,1.70796516716016,0.681040038796139,0.998964162813261,23,475,"Yes"
"Staphylococcus.schleiferi",0.869138916845437,0.444558401432857,1.69921984229861,0.681787737807557,0.998964162813261,22,476,"Yes"
"Thiobacillus.denitrificans",1.13157101443206,0.626720372606016,2.04310090539814,0.681791248430455,0.998964162813261,26,472,"Yes"
"Pseudomonas.saudiphocaensis",0.926603613480493,0.643393552378405,1.33447755785115,0.682104638224134,0.998964162813261,90,408,"Yes"
"Nocardioides.sp..KUDC.5002",0.912651922124858,0.589280070026644,1.41347650009704,0.682164188062743,0.998964162813261,63,435,"Yes"
"Acidovorax.sp..KKS102",0.942392669782417,0.709391357599694,1.25192382814563,0.682206318304191,0.998964162813261,343,155,"Yes"
"Pseudomonas.sp..FDAARGOS_380",0.878603780156198,0.47282802086064,1.63261179212617,0.682251118386394,0.998964162813261,31,467,"Yes"
"Candidatus.Nitrosopumilus.koreensis",0.81145103375612,0.298417331476346,2.20648303812096,0.682273907720166,0.998964162813261,14,484,"Yes"
"Pseudomonas.oryzae",0.915736438068381,0.600533996991733,1.39637926946159,0.682594944416392,0.998964162813261,58,440,"Yes"
"Corynebacterium.cystitidis",0.86207088662366,0.422826093477861,1.75761672476587,0.68302236313758,0.998964162813261,22,476,"Yes"
"Sporosarcina.ureae",1.18519908733726,0.524305000034335,2.67915979541123,0.68304211855581,0.998964162813261,13,485,"Yes"
"Planctomycetes.bacterium",0.830526203061223,0.340412930129007,2.02628546956159,0.683222773200853,0.998964162813261,14,484,"Yes"
"Debaryomyces.hansenii",1.06210939492763,0.794535460860752,1.4197936056516,0.684089500289034,0.998964162813261,337,161,"Yes"
"Photobacterium.damselae",1.05986880215981,0.800911706747392,1.40255394986499,0.68416154021037,0.998964162813261,197,301,"Yes"
"Haloarcula.taiwanensis",1.07448863630749,0.759915897472853,1.51928105911902,0.684364991779373,0.998964162813261,405,93,"Yes"
"Providencia.rettgeri",0.918527313698833,0.609484533737606,1.38427208453827,0.684669703946417,0.998964162813261,68,430,"Yes"
"Luteibacter.rhizovicinus",0.874984331185235,0.458962321269773,1.66810551615993,0.684987166337202,0.998964162813261,30,468,"Yes"
"Mycobacterium.canettii",1.15929217353,0.567460932596945,2.36837157662533,0.685094403889382,0.998964162813261,18,480,"Yes"
"Phaeobacter.gallaeciensis",0.881009650287735,0.476905270548435,1.62753077358009,0.685798110598822,0.998964162813261,25,473,"Yes"
"Bradyrhizobium.erythrophlei",1.08726057499382,0.724766815398987,1.63105640713575,0.685987497566898,0.998964162813261,424,74,"Yes"
"Campylobacter.sp..RM16704",0.927699028194123,0.644656182752327,1.3350147100706,0.686133586962171,0.998964162813261,86,412,"Yes"
"Mycoplasma.hominis",0.845292764192975,0.373748496294327,1.91176650683918,0.686472987501828,0.998964162813261,20,478,"Yes"
"Francisella.tularensis",0.863264059621254,0.422034492910252,1.76579130178406,0.687172029160053,0.998964162813261,19,479,"Yes"
"Pseudobutyrivibrio.xylanivorans",1.14896317236651,0.58373296818953,2.26150730452814,0.687751937962061,0.998964162813261,23,475,"Yes"
"Melaminivora.sp..SC2.9",0.941517205702305,0.701763526202825,1.26318142156803,0.687768190097695,0.998964162813261,160,338,"Yes"
"Cronobacter.sakazakii",0.938448695100786,0.688081903510688,1.27991442420297,0.688248440183063,0.998964162813261,125,373,"Yes"
"Actinomyces.howellii",1.0948552845339,0.702985016035556,1.7051687685064,0.688492518643825,0.998964162813261,50,448,"Yes"
