Taxonomy	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	tax_class
s__Propionibacterium phage Enoki	1.06659329029272	-0.0697332055376061	0.187320394618445	-0.372267022390416	0.709694049312262	NA	species
g__Phytobacter	5.13755386680779	-0.101334153193543	0.272255425131176	-0.37220251219868	0.709742075791469	0.96539232939599	genus
f__unclassified-s__gamma proteobacterium BW-2	1.69067111459619	-0.060119225574351	0.161563906365464	-0.372108021691175	0.709812424065938	0.948736069235123	family
s__Streptococcus virus 7201	1.06661578301149	-0.0697336181049689	0.187612813650307	-0.371688994734368	0.710124419840533	NA	species
s__Pseudocowpox virus	1.066570337323	-0.0697326201358043	0.187612627088981	-0.371684045033555	0.710128105540086	NA	species
s__Streptococcus phage SpSL1	1.06648708389098	-0.0697307869924019	0.18761228689602	-0.371674948086149	0.710134879424768	NA	species
s__Bacillus luti	1.09526295435161	0.0668035292292601	0.179892641522235	0.371352205759917	0.710375218737507	NA	species
s__Agromyces sp. MF30-A	1.09528557850959	0.0668062634494296	0.179902021648814	0.371348041768213	0.710378319761411	NA	species
s__Rhodothermaceae bacterium RA	1.43614829753161	0.0692272661623402	0.186434641991727	0.371321903605298	0.710397785584064	0.910825452445391	species
s__Staphylococcus stepanovicii	1.09525237484062	0.0668037111400178	0.179939712021874	0.371256074545106	0.710446811167637	NA	species
g__unclassified-s__gamma proteobacterium BW-2	1.66627526102548	-0.0599046251932662	0.161507502869269	-0.370909240307897	0.71070513253945	0.96539232939599	genus
s__Rhodoferax saidenbachensis	1.88100468777228	-0.0595284706801616	0.160581899981686	-0.370704735010301	0.71085746320893	0.910825452445391	species
s__Defluviitoga tunisiensis	1.31020137807227	0.0613076106056954	0.165464029697805	0.370519264626061	0.710995625253807	NA	species
f__Debaryomycetaceae	267.394869737982	-0.0373696985051513	0.100957062963945	-0.370154374622578	0.711267469671924	0.948736069235123	family
g__Actinopolyspora	3.60856323142053	0.0520807148699065	0.140708202253728	0.370132757264523	0.71128357583701	0.96539232939599	genus
g__unclassified-s__Rhodothermaceae bacterium RA	1.442250686888	0.0689993464217915	0.186442428466089	0.370083928800259	0.711319956302979	0.96539232939599	genus
s__halophilic archaeon DL31	1.26160440181745	-0.0638256643170051	0.172508264573812	-0.369986124865894	0.711392828741227	NA	species
s__Planctomycetes bacterium Poly30	6.58570129640597	-0.0593967776385949	0.160677267350413	-0.36966509711084	0.711632040872332	0.910825452445391	species
c__unclassified-f__Microviridae	8.56411306105318	-0.0251386617575083	0.0680301422146562	-0.369522404909695	0.711738376325229	0.998522042232446	class
g__Caldanaerobacter	1.15573763745291	-0.0667251918582415	0.180870685055331	-0.368911036289985	0.712194036920315	NA	genus
g__Labilibaculum	55.6781057812784	0.0512248438673524	0.13886069562155	0.368893758151409	0.712206916024846	0.96539232939599	genus
s__Condylorrhiza vestigialis MNPV	1.05226545273014	-0.069536589034213	0.188502767023047	-0.368888956551556	0.712210495146405	NA	species
s__Vibrio fluvialis	1.26171084172846	-0.0638321992948815	0.17312362015753	-0.368708782988704	0.712344801440369	NA	species
g__Defluviitoga	1.31649627961162	0.0609306208296743	0.165310554498085	0.368582762393312	0.712438745936672	0.96539232939599	genus
g__Thioclava	1.5796377773895	0.0721033543401038	0.195661339734408	0.368510991685825	0.712492250752534	0.96539232939599	genus
k__unclassified-s__Mollivirus sibericum	1.8187353179338	-0.0542603303423384	0.147418737757985	-0.368069427045406	0.712821466802286	0.992930995853098	kingdom
g__Natronorubrum	1.76224536796285	0.0528683918202383	0.1436440709549	0.368051333193122	0.712834958124144	0.96539232939599	genus
c__unclassified-s__Proteobacteria bacterium H1R30-47	4.67481972942431	-0.0544945098993988	0.148098783700916	-0.36796054996272	0.712902650194364	0.998522042232446	class
o__unclassified-s__Mollivirus sibericum	1.84670307653408	-0.0544454941317128	0.148071709304277	-0.367696803039068	0.71309932461965	0.999754298260477	order
s__Labilibaculum antarcticum	55.3738541683562	0.0510261609022969	0.13882940225371	0.367545779740856	0.71321195033385	0.910825452445391	species
s__Thermoclostridium stercorarium	1.23004024535061	0.0626043910285877	0.170382692664537	0.367433980820154	0.713295328472432	NA	species
s__Akkermansia muciniphila	1.14979409460578	-0.0663129876542504	0.180556658402721	-0.367269688312148	0.713417861840555	NA	species
s__Bacillus weihaiensis	2.50824736591206	-0.0536609350951021	0.146157615707578	-0.367144297170687	0.713511386593859	0.910825452445391	species
s__gamma proteobacterium BW-2	1.65520977184987	-0.0593665678882341	0.161782412142596	-0.366953163214725	0.713653954836843	0.910825452445391	species
s__Caldanaerobacter subterraneus	1.1499516093961	-0.0663188092981056	0.180860936036476	-0.366683987993574	0.713854751598068	NA	species
s__Streptomyces pactum	1.24714197141297	-0.0635994328154454	0.173512498839461	-0.366540930715831	0.713961476166902	NA	species
s__Plantibacter sp. M259	1.24719962830739	-0.0635917076546308	0.173496627321266	-0.366529935690781	0.71396967898231	NA	species
f__Marinifilaceae	56.3227028062971	0.0508943009144815	0.13893015802023	0.366330116079409	0.714118759743481	0.948736069235123	family
f__Rikenellaceae	10.2980799627946	-0.0404146193858154	0.11033558956581	-0.366288153666954	0.714150068309417	0.948736069235123	family
g__unclassified-s__Rhodobacteraceae bacterium BAR1	1.1408172031898	-0.0664769167747414	0.181565085647152	-0.366132709588949	0.714266050847537	NA	genus
g__Methylomicrobium	3.67650452213368	-0.0370413504448226	0.10117649125839	-0.366106295880772	0.714285759741947	0.96539232939599	genus
p__unclassified-s__Mollivirus sibericum	1.81931097181736	-0.0539143685214943	0.147269133776432	-0.366094151156896	0.714294821732348	0.994517608129793	phlyum
f__Cryomorphaceae	1.41010895587912	0.0640961439158253	0.175107995599211	0.366037791115657	0.71433687625431	0.948736069235123	family
s__Proteobacteria bacterium H1R30-47	4.65317142619893	-0.0545366564377198	0.148999673587751	-0.366018630273047	0.71435117381685	0.910825452445391	species
s__Actinopolyspora erythraea	3.59206020968211	0.0517232497608562	0.141370870897288	0.365869216427445	0.714462667854128	0.910825452445391	species
s__Sedimenticola thiotaurini	1.18980991611679	0.0633207103265979	0.173294711337074	0.365393206971178	0.714817911282368	NA	species
g__Thermoclostridium	1.23617568753883	0.0621936442024648	0.170306278302476	0.365187031402357	0.714971798240053	0.96539232939599	genus
s__Owenweeksia hongkongensis	1.38806431116394	0.0639534947049083	0.175141549435349	0.365153185586701	0.714997061455951	0.910825452445391	species
s__Bacillus pseudomycoides	1.57131095582974	-0.0614185396826641	0.168221579381342	-0.365104999659017	0.715033028966341	0.910825452445391	species
s__Burkholderia sp. Bp7605	1.14968293028036	0.0640913083085102	0.175781739660742	0.364607316051178	0.715404552860423	NA	species
f__unclassified-s__Mollivirus sibericum	1.85856287211807	-0.0537996258381709	0.14757435672331	-0.36455944672719	0.715440291162743	0.948736069235123	family
s__Streptomyces violaceoruber	1.1496547539397	0.0640916675334977	0.175858063074492	0.364451117071322	0.715521170270576	NA	species
g__Celeribacter	4.38862488420402	0.0332551768089266	0.0912885732991664	0.364286302294859	0.715644227391403	0.96539232939599	genus
c__unclassified-f__Nudiviridae	252.727200949394	0.0316467803915355	0.0868760385462297	0.364275131798224	0.715652567985934	0.998522042232446	class
s__Pseudomonas sp. SNU WT1	3.97003600654172	0.061385780188559	0.168534219749121	0.364233330654969	0.715683779646609	0.910825452445391	species
s__Candidatus Nanopelagicus abundans	1.13553948167587	-0.0660868966082485	0.181534733104398	-0.364045466551258	0.715824058007986	NA	species
g__Owenweeksia	1.39534107537609	0.0637666816592527	0.17517309771116	0.364020974067586	0.715842347283237	0.96539232939599	genus
s__Pseudarthrobacter sp. NIBRBAC000502772	1.13540155761128	-0.0660873315279952	0.181556325449009	-0.364004566431678	0.715854599450361	NA	species
o__Arecales	1636.24941418187	-0.0256911207004537	0.07058180847782	-0.363990683357554	0.715864966494285	0.999754298260477	order
s__Rhodobacteraceae bacterium BAR1	1.13534829019241	-0.066085319745062	0.181570947937448	-0.363964172108794	0.715884763644282	NA	species
s__Bacillus flexus	1.13537266056542	-0.066086315611011	0.181689715720778	-0.363731735441608	0.716058342807484	NA	species
s__[Ruminococcus] gnavus	5.87013058236506	-0.0799001411546981	0.219776860254957	-0.363551199439322	0.716193173694486	0.910825452445391	species
f__Gemmataceae	4.16290545351362	0.0427249876219609	0.117586615087825	0.363349073277173	0.716344139402624	0.948736069235123	family
g__Natrinema	3.20378053412462	0.0387007712837732	0.106517917729767	0.363326397179074	0.716361076611579	0.96539232939599	genus
g__unclassified-s__Mollivirus sibericum	1.83950202127263	-0.0537735624601631	0.148044232218472	-0.363226325364761	0.716435823819626	0.96539232939599	genus
s__Streptomyces lividans	2025.91928155077	0.0402539189098398	0.110836460561043	0.363183005899669	0.716468181516154	0.910825452445391	species
g__Sedimenticola	1.19552741808381	0.0629167009289389	0.173257737172603	0.363139343475668	0.716500795902742	NA	genus
s__Corynebacterium ulcerans	1.23276241337146	-0.0633526636856312	0.174470932698234	-0.363112999431294	0.716520474282692	NA	species
f__unclassified-g__Sedimenticola	1.20840846236556	0.0629002139362073	0.173328874297234	0.362895185186182	0.716683183598968	0.948736069235123	family
s__Anaerotignum propionicum	1.42022057855351	-0.0659038773809068	0.181653160390432	-0.36280060990548	0.716753836239778	0.910825452445391	species
g__Belliella	1.3294682625785	-0.0690914089020248	0.19050828669402	-0.362668785179901	0.716852320192662	0.96539232939599	genus
s__Y73 sarcoma virus	6.88086410341288	0.0467137584187036	0.128925845826739	0.362330439790028	0.717105113679021	0.910825452445391	species
o__unclassified-s__candidate division Zixibacteria bacterium	1.11736439937241	-0.0667264048513501	0.184212578756576	-0.362225019060856	0.717183884714448	0.999754298260477	order
s__Advenella mimigardefordensis	1.28444487829829	0.0603551707739912	0.166823186179945	0.361791260292133	0.717508023651222	NA	species
g__Olleya	1.9128261078092	0.050047838284574	0.138416529779012	0.361574144103147	0.717670289186574	0.96539232939599	genus
s__Aminomonas paucivorans	1.28440455186037	0.0603512129910171	0.166918320560108	0.361561348020419	0.717679852957686	NA	species
k__unclassified-p__candidate	1.09949174879391	-0.0665177043135061	0.18397480172785	-0.361558777010692	0.717681774531451	0.992930995853098	kingdom
s__Arcobacter sp. LPB0137	1.06954461715426	0.0657929948969045	0.18204636145501	0.361407909342721	0.71779453621814	NA	species
g__Anaerotignum	1.4307199608035	-0.0656526494696927	0.181782984043841	-0.361159488139215	0.71798022487742	0.96539232939599	genus
s__Belliella baltica	1.32225725043058	-0.0687469021976336	0.190356444441084	-0.36114827842832	0.717988604249915	NA	species
f__Nudiviridae	255.249726166746	0.0311783058094699	0.0864760050517979	0.36054285568343	0.718441214254813	0.948736069235123	family
s__Opitutus terrae	1.12112924186281	-0.0658562541708443	0.182698073777217	-0.36046496172231	0.718499454437576	NA	species
c__unclassified-s__Mollivirus sibericum	1.83930601999416	-0.0529546308823455	0.147079997056666	-0.36003965149621	0.718817481545757	0.998522042232446	class
s__Burkholderia sp. CCGE1001	1.12113349291434	-0.0658570940452878	0.183036612789854	-0.359802845132951	0.718994575386778	NA	species
p__candidate	1.09993978057027	-0.0661535381784915	0.183899050997628	-0.359727458187616	0.719050956108477	0.994517608129793	phlyum
g__Aminomonas	1.29026554973508	0.0599592651064629	0.166795324930714	0.35947809167535	0.719237464329425	0.965777701764883	genus
g__unclassified-s__Arcobacter sp. LPB0137	1.07504603808502	0.0654066513144116	0.182083275680638	0.359212844067737	0.719435868818356	NA	genus
g__unclassified-s__candidate division Zixibacteria bacterium	1.11233034449554	-0.0660130647747681	0.183824115318986	-0.359109927770996	0.719512855019606	NA	genus
g__Jonesia	1.11263481786775	-0.0660109401091751	0.183843321947634	-0.359060853610868	0.71954956578747	NA	genus
f__unclassified-s__candidate division Zixibacteria bacterium	1.12472163252569	-0.0660013131283878	0.183904553974605	-0.358888954634054	0.719678162868764	NA	family
f__Jonesiaceae	1.1259621565145	-0.0660039478291004	0.183926731017389	-0.35886000617746	0.719699819898281	NA	family
s__Pigmentiphaga aceris	1.21848293030943	-0.0631071156526397	0.175940541043674	-0.3586843332315	0.719831249835931	NA	species
s__Mollivirus sibericum	1.83172413193159	-0.053375059971791	0.149016575055014	-0.358182034126647	0.720207091231187	0.91386969335543	species
s__Azotobacter chroococcum	1.20419932453608	0.0616168274200192	0.172070369568167	0.358090864654121	0.720275315332823	NA	species
o__unclassified-g__Sedimenticola	1.20026375726152	0.0621682034023317	0.173730019195037	0.357843760625726	0.720460239856596	0.999754298260477	order
s__Micromonospora sp. WMMC415	8.90631114095162	-0.0395848442410954	0.110725704130528	-0.357503657817622	0.720714788347208	0.91386969335543	species
s__Pelosinus sp. UFO1	1.10676628979173	-0.0656179281618248	0.183797350443095	-0.357012372613829	0.72108254329593	NA	species
s__Erythrobacter gangjinensis	1.10670526555499	-0.0656154013777867	0.183790448898879	-0.357012030662639	0.72108279928834	NA	species
s__candidate division Zixibacteria bacterium	1.10679793321853	-0.0656190496543118	0.183810590005394	-0.356992758972083	0.721097226563177	NA	species
s__Jonesia denitrificans	1.10678181041299	-0.065617673753133	0.183827990434117	-0.356951482732169	0.721128127334003	NA	species
s__Thioclava nitratireducens	1.56909711694425	0.0698054444270739	0.19561767274237	0.35684630866153	0.721206866211468	0.91386969335543	species
g__Azotobacter	2.92456769089762	-0.0405988306856949	0.11386190833814	-0.356562008122391	0.721419723435477	0.966716749425236	genus
s__Bacillus infantis	1.16395705380244	0.0623140611160165	0.174822070235925	0.356442759383427	0.721509011982517	NA	species
s__Streptomyces sp. SM17	1.31593225272334	-0.0607644076652894	0.170620484642117	-0.356137821274773	0.721737354344889	NA	species
g__Halorhabdus	2.27068003177308	-0.0460224400924212	0.129295614711674	-0.355947417049295	0.721879944545678	0.966716749425236	genus
g__Ketobacter	1.09804224967707	-0.065769286732283	0.184954100396106	-0.355597883969204	0.72214172855201	NA	genus
g__Sediminicola	1.09774352961785	-0.0657676828341583	0.184950391824347	-0.355596342270093	0.722142883284979	NA	genus
g__Filomicrobium	1.09792605364778	-0.0657678879904902	0.184953986080657	-0.355590541107934	0.722147228362365	NA	genus
f__Alcanivoracaceae	1.11055745077926	-0.0657585765473381	0.185035356043476	-0.355383846381701	0.72230204880729	NA	family
s__Lactobacillus nagelii	1.21635072346658	0.0643445879362963	0.181179433927565	0.355142890897987	0.722482545926257	NA	species
c__unclassified-s__candidate division Zixibacteria bacterium	1.11232260095517	-0.0652509956734134	0.183731860343292	-0.355142518839659	0.722482824643029	0.998522042232446	class
o__unclassified-s__Planctomycetes bacterium Enr17	1.08802991698769	-0.0662064449311823	0.186550577769588	-0.354898096391612	0.72266593463265	0.999754298260477	order
s__Streptomyces sp. SYP-A7193	3.30740059527961	-0.0516061525355135	0.145709885912804	-0.354170564421387	0.723211061894705	0.914985043178955	species
s__Pseudomonas sp. CC6-YY-74	1.7664953058319	-0.0580595793253518	0.164141532871319	-0.353716565878962	0.723551306437878	0.914985043178955	species
s__Sediminicola sp. YIK13	1.09238045194492	-0.0653744043009263	0.184931188161952	-0.353506647259927	0.723708646267936	NA	species
s__Candidatus Filomicrobium marinum	1.09244517378756	-0.0653751361998052	0.184934398001005	-0.35350446918723	0.723710278855076	NA	species
s__Ketobacter alkanivorans	1.09242345196764	-0.0653746136720728	0.184934284873573	-0.353501859954009	0.723712234622766	NA	species
s__Enterobacter ludwigii	1.09238464638371	-0.0653746188240575	0.184953319448446	-0.353465506966908	0.723739483427762	NA	species
